mail	birthdate	registration	blood_group	company	username	user_id	ssn	residence	name	job	current_location	station_ID
oneuschaefer@yahoo.de	1993-06-22	20 Sep 2019	AB+	Zorbach KG	stjepanpohl	1185	642-15-1559		Herbert Kuhl B.Eng.		(Decimal('2.3134835'), Decimal('112.641534'))	708
liliana26@tiscali.it	2013-03-04	02 Sep 2019	O-	Guarneri, Pometta e Gucci s.r.l.	csommaruga	1746	RLNPMP39S48G653P		Dott. Lidia Interminelli		(Decimal('-54.1172525'), Decimal('-24.196933'))	674
uyoshida@hotmail.com	1917-03-13	2021/05/10	O-	株式会社中村電気	endoyuki	925	114-25-5095		後藤 聡太郎	航海士	(Decimal('67.8485825'), Decimal('59.177691'))	273
ritaporcellato@tiscali.it	1977-06-17	08/25/2025, 00:00:00	B-	Martinelli-Prati s.r.l.	bcagnotto	1012	DLLGNG06R42B626H		Berenice Conte		(Decimal('-25.9871335'), Decimal('-123.918945'))	354
gudula60@gmail.com	1968-07-24	03/10/2025, 00:00:00	B+	Hesse AG & Co. KGaA	jvollbrecht	105	059-30-3622		Karl-Heinz Hartung		(Decimal('-60.1503115'), Decimal('87.438476'))	696
atsushiwatanabe@hotmail.com	1911-09-15	23 Dec 2019	AB+	林鉱業株式会社	satoyui	468	323-92-6721		佐藤 花子	お笑い芸人		254
ovadialolita@gmail.com	1955-03-20	23 Jun 2019	A+	Pucci, Rizzo e Tognazzi SPA	benvenuto07	107	BBGLNI24M19C868U		Luchino Respighi		(Decimal('66.4480765'), Decimal('-7.183789'))	0
meinolf00@web.de	1927-08-22	2023-12-19	AB-	Mies GmbH & Co. KGaA	marie-theres14	1709	983-99-9900		Margarete Pieper		(Decimal('-13.0949455'), Decimal('-28.233292'))	491
camila71@yahoo.com.br	1949-07-07	03/18/2019, 00:00:00	A-	Campos	moreiradiogo	777	76815349209		Marcela Sampaio		(Decimal('-84.630655'), Decimal('-120.865941'))	432
ana-luiza68@bol.com.br		2025-08-16	AB-	Aparecida Jesus S.A.	yguerra	395	82347905104		Igor da Cunha	Epidemiólogo	(Decimal('-64.679641'), Decimal('-133.156890'))	643
mirella64@uol.com.br	2013-05-25	2019-12-17	O+	Melo - EI	manuela53	678	21065493851		Matteo Porto		(Decimal('59.8705785'), Decimal('154.999163'))	130
zarlinoelisa@tiscali.it	1978-11-11	2022/11/15	O-	Angeli e figli	saurovalentina	2008	DTTLRT11R09G155C		Dott. Rossana Sordi	Health promotion specialist	(Decimal('77.626496'), Decimal('-75.182480'))	625
violasilvestro@gmail.com	2004-11-02	2020-08-27	AB+	Orlando, Foscari e Bignami Group	mantegazzamatteo	302	CPPNTL87B49F113V		Erika Bacosi		(Decimal('-64.5248385'), Decimal('141.326647'))	624
jbombieri@libero.it		2021-05-17	O+	Turrini, Cremonesi e Infantino Group	pcarfagna	598	LMBCHL24H59D546D		Mattia Abatantuono		(Decimal('7.3765195'), Decimal('92.629830'))	552
colingonzales@yahoo.com	1937-10-17	04/08/2021, 00:00:00	B+	Johnson-Fisher	aford	1246	756-50-7934		Pamela Harrell		(Decimal('-10.2416145'), Decimal('73.141279'))	728
hesselizabeth@aol.de	1968-04-22	2025-02-14	B-	Jäntsch	slobodanhoerle	1706	258-34-7588		Brunhilde Gierschner		(Decimal('-27.552372'), Decimal('-127.985145'))	219
pellegrinomattarella@hotmail.it		2020-09-14	B-	Serlupi Group	wziani	504	BGNDRT53C54B406M		Nanni Ritacca	Theatre manager		687
wulffurs@gmail.com		03/22/2019, 00:00:00	AB+	Bärer e.G.	ildikopruschke	1111	768-73-6507		Ingbert Schmiedt		(Decimal('51.764685'), Decimal('-101.167422'))	240
amymurphy@hotmail.com	1956-09-23	12/06/2018, 00:00:00	O-	Lewis-Reyes	kathleen48	38	559-30-1111		Stacy Liu		(Decimal('-36.696246'), Decimal('64.065765'))	793
akemi24@gmail.com		14 May 2020	B-	中島水産有限会社	itokana	1715	304-87-6261		青木 聡太郎			241
satomomoko@hotmail.com		11/15/2020, 00:00:00	AB+	有限会社松本鉱業	knakajima	1579	055-69-2229		福田 和也		(Decimal('-7.214858'), Decimal('-116.836419'))	727
michaelgarza@hotmail.com	1971-10-07	07/04/2019, 00:00:00	O-	Jensen-Hall	michaelanderson	400	223-92-3685		Kathleen Sims		(Decimal('-41.089054'), Decimal('-166.662691'))	678
dfechner@hotmail.de	2016-03-15	2022-12-15	B+	Bohlander Juncken GmbH & Co. KGaA	henksigfried	1189	427-81-1866		Hajo Briemer-Kühnert		(Decimal('21.2736795'), Decimal('-165.450162'))	611
helmarliebelt@aol.de	2009-10-16	24 Apr 2020	O+	Fritsch	fschweitzer	1162	204-47-5715		Damian Ziegert		(Decimal('-25.1134795'), Decimal('51.709467'))	663
kana99@yahoo.com		2023/06/07	A+	長谷川農林有限会社	aokimaaya	1978	560-26-6750		小林 明美	介護ヘルパー	(Decimal('79.442998'), Decimal('175.208192'))	337
liam95@ig.com.br		24 May 2020	A+	da Rosa e Filhos	mendestheo	169	41237590680		Sr. Mathias Freitas	Microfonista	(Decimal('-38.8689245'), Decimal('1.332048'))	179
todd22@gmail.com	1934-08-07	2018/12/12	A+	Hartman-Martin	james79	1064	287-27-5206		Michael Robinson Jr.		(Decimal('-77.252468'), Decimal('-109.464780'))	56
nabreu@uol.com.br	1947-01-07	10/20/2024, 00:00:00	AB-	Sá S/A	qda-costa	417	21085639703		Thiago Sousa		(Decimal('29.6750215'), Decimal('10.493254'))	507
ramosester@bol.com.br	1927-07-07	2019-03-15	A+	Nogueira	alexiasales	801	70842361987		Sr. Theo Montenegro		(Decimal('-65.1341145'), Decimal('152.197144'))	404
yiannucci@libero.it		10 Sep 2023	O+	Morrocco SPA	anguissolaetta	1069	CNTSMN46R67L274D		Luigina Brichese		(Decimal('46.7922375'), Decimal('-50.329652'))	796
naoko62@yahoo.com		2019/09/30	O-	有限会社山口電気	matsumotosayuri	1462	394-25-4676		山本 陽子		(Decimal('23.991412'), Decimal('-168.220497'))	31
yoko20@hotmail.com	1934-09-21	2025/06/04	B-	林運輸合同会社	manabu72	542	704-08-3342		林 晃		(Decimal('38.706397'), Decimal('16.036019'))	437
ncassiano@ig.com.br		2023-03-26	B+	Campos Pastor e Filhos	umelo	1570	68321054951		Letícia Cavalcanti		(Decimal('43.4933215'), Decimal('-51.220722'))	510
wigbert93@yahoo.de	1956-12-23	26 Mar 2024	A+	Hellwig GmbH & Co. KG	clausstoll	53	372-23-9897		Charlotte Fröhlich B.Sc.		(Decimal('62.0851745'), Decimal('5.815682'))	709
edithlosekann@googlemail.com		2023-05-06	O-	Carsten GmbH & Co. KG	siegbert63	1903	155-67-8259		Nurettin Rust		(Decimal('22.2345135'), Decimal('-172.602059'))	718
tsubasawatanabe@hotmail.com	1939-11-19	12/18/2022, 00:00:00	AB+	藤井ガス有限会社	maaya56	536	612-02-8445		遠藤 篤司		(Decimal('72.6596075'), Decimal('15.816720'))	177
roskothkrista@googlemail.com		2020/01/18	AB+	Noack AG & Co. KGaA	britbinner	1245	142-39-3982		Polina Söding		(Decimal('72.4660995'), Decimal('168.536587'))	812
daniel17@gmail.com	1995-04-28	2025/02/28	A+	Vega, Holmes and Johnson	zdouglas	1663	192-24-7100		Amber Parker	Veterinary surgeon	(Decimal('63.4424115'), Decimal('-132.149508'))	738
niels97@web.de		10/01/2023, 00:00:00	B-	Rörricht GmbH	lidija56	1941	298-18-0455		Martina Scheibe		(Decimal('-52.1512275'), Decimal('-4.254522'))	257
bmontanariello@libero.it		08/10/2019, 00:00:00	O-	Filippelli s.r.l.	ymanacorda	1413	BCCCNT51L09H673T		Antonina Capone		(Decimal('-18.459480'), Decimal('-44.030211'))	133
maaya63@yahoo.com	2009-11-08	2019-09-17	B+	中村農林合同会社	satokumiko	1627	685-43-1414		西村 涼平		(Decimal('-1.8321885'), Decimal('-26.808878'))	829
chrismcpherson@yahoo.com	2009-07-24	09/11/2020, 00:00:00	AB+	Perez Group	conradbryan	260	346-95-1595		David Poole		(Decimal('-49.1420135'), Decimal('67.966137'))	681
tfujiwara@gmail.com	1914-09-21	2021-02-26	O+	有限会社松本農林	kumikomatsumoto	835	002-91-5641		西村 真綾		(Decimal('1.2046205'), Decimal('-5.013492'))	411
jonathan42@yahoo.com	1945-03-01	20 Jan 2020	B-	Nguyen, Monroe and Cook	ngay	963	814-39-3730		Jade Lin		(Decimal('-61.549832'), Decimal('-82.937299'))	157
ofujii@yahoo.com		2024-05-01	O+	合同会社福田運輸	yamashitataro	894	867-07-9376		田中 桃子	救急救命士	(Decimal('74.1449455'), Decimal('59.988144'))	342
klotzthorben@yahoo.de		04/04/2025, 00:00:00	A-	Haering	korbinian24	1782	097-66-0444		Univ.Prof. Joachim Mohaupt		(Decimal('31.5780965'), Decimal('-154.246460'))	395
osamu18@gmail.com	2009-12-19	2020-04-17	O+	合同会社橋本通信	chiyotanaka	700	697-16-9643		林 くみ子	農家	(Decimal('43.889396'), Decimal('-127.827982'))	348
inouerei@gmail.com	1917-04-18	2024-06-16	A-	有限会社山本保険	hanako03	511	243-34-5685		山口 あすか		(Decimal('75.1403205'), Decimal('-130.368685'))	806
kreszenz17@web.de	1929-07-06	28 Nov 2019	B-	Dehmel	janine32	631	814-12-3936		Ingetraut Steckel-Stroh		(Decimal('3.981138'), Decimal('-152.729287'))	630
momokosato@hotmail.com	1991-07-24	09 Feb 2022	A-	阿部建設合同会社	fujiwarayumiko	1556	281-38-2425		田中 英樹	漫画家	(Decimal('-9.233722'), Decimal('-160.452977'))	289
kumikotakahashi@yahoo.com	1927-11-04	2021-05-25	AB+	小川情報株式会社	harukaota	1982	608-56-5136		清水 充		(Decimal('-2.643232'), Decimal('61.481255'))	498
anatol18@googlemail.com	1981-07-05	12 Jul 2024	O-	Sauer	juliana84	806	282-62-0614		Lea Süßebier		(Decimal('48.654134'), Decimal('-52.284197'))	736
franz-xaverheidrich@web.de	2015-06-18	2025/05/01	AB-	Losekann AG	felizitasstahr	1847	475-71-2321		Theresa Killer	Koreanistiker	(Decimal('3.8926785'), Decimal('89.387816'))	607
faustoniggli@libero.it	1917-11-04	09/06/2022, 00:00:00	AB+	Offredi, Donini e Federico s.r.l.	paltrinierimarta	1566	NGLRND64C49G895K		Sig.ra Priscilla Bruno		(Decimal('18.657421'), Decimal('47.365875'))	158
zhein@gmail.com	1921-03-15	06/28/2025, 00:00:00	AB+	Paffrath GmbH & Co. KGaA	ingamuehle	477	591-02-7086		Dipl.-Ing. Iris Riehl B.A.	Mathematiker	(Decimal('67.2303345'), Decimal('-114.388570'))	65
asasaki@hotmail.com		2025/02/23	A+	井上銀行合同会社	akimura	1241	745-96-9985		山崎 結衣		(Decimal('56.309422'), Decimal('149.086047'))	808
pbriemer@web.de		02/20/2025, 00:00:00	AB-	Steckel AG & Co. OHG	mudegaby	204	001-59-4033		Angelo Putz B.Eng.		(Decimal('54.4023305'), Decimal('154.512344'))	800
koesterheiko@aol.de	1922-08-13	12/07/2019, 00:00:00	B-	Nette GmbH	siegrun10	594	016-86-0523		Liliane Säuberlich		(Decimal('60.898533'), Decimal('-56.090012'))	590
masonmichael@yahoo.com		04/19/2025, 00:00:00	O+	Bell Ltd	shawparker	825	233-24-3825		Angela Gomez		(Decimal('-46.9407325'), Decimal('-45.048881'))	104
mariane53@ig.com.br	1969-02-22	20 Jul 2020	AB+	Rocha Novaes e Filhos	pcamara	440	79428356182		Ana Júlia da Costa		(Decimal('63.9133115'), Decimal('-1.519657'))	67
nishimuramaaya@yahoo.com	1932-10-20	22 Mar 2019	O+	株式会社山下ガス	yamadatsubasa	1703	330-52-9788		鈴木 和也		(Decimal('71.742356'), Decimal('13.676639'))	575
kennethkreusel@web.de	1960-06-30	2025/08/23	AB-	Wähner e.V.	birnbaumtorsten	1916	932-62-8214		Edith Beer	Schornsteinfeger	(Decimal('-30.278172'), Decimal('-62.860486'))	476
asuka41@gmail.com	1967-11-07	2024-11-17	O-	有限会社佐々木運輸	haruka23	1135	022-74-8237		鈴木 真綾		(Decimal('89.220495'), Decimal('-113.810430'))	755
ramosmichelle@yahoo.com	1939-07-22	07 Feb 2024	AB-	Sanders Group	lmorgan	1893	099-21-2131		Monica Collins		(Decimal('30.773840'), Decimal('59.695248'))	9
maria-alicecassiano@uol.com.br	1965-02-03	2021-08-05	A+	Alves Aparecida - EI	davi-luiz43	725	45128960749		Pedro Miguel Guerra		(Decimal('-0.980830'), Decimal('-2.545978'))	46
priscillachiesa@yahoo.com	1936-05-15	2022/05/23	AB-	Fagotto-Corradi s.r.l.	travaglioguarino	1346	GLLLNR49L14C202S		Franco Pagnotto		(Decimal('-8.231921'), Decimal('-120.190766'))	328
jaclynramirez@hotmail.com	1981-08-22	2021/10/25	AB-	Jones, Becker and Wilson	angelacooper	1748	619-06-3527		Linda Johnson		(Decimal('49.8948535'), Decimal('-42.848756'))	624
xcrispi@vodafone.it		09/15/2023, 00:00:00	A+	Ottino s.r.l.	mirko29	1613	LZUTNO75H13I998U		Guglielmo Contarini		(Decimal('-6.884020'), Decimal('120.274378'))	260
filippacondoleo@live.com		2025/01/06	A+	Morosini, Carli e Corradi s.r.l.	polizzicoriolano	1699	LNGDNI66A03I717F		Biagio Taliani-Lussu	Commercial art gallery manager	(Decimal('40.2981715'), Decimal('123.179684'))	278
juliemckenzie@hotmail.com	1943-10-03	23 Sep 2022	AB-	Craig, Aguilar and Harris	lgutierrez	460	718-75-3115		Mark Mason		(Decimal('15.8603475'), Decimal('171.998903'))	5
satonaoki@yahoo.com		2022-05-03	B+	有限会社藤井農林	yuikobayashi	1758	410-58-1640		鈴木 結衣		(Decimal('-6.3764465'), Decimal('142.650268'))	408
hertrampfantonina@hotmail.de	2003-04-04	2021-04-25	AB-	Fiebig	ksoelzer	1945	458-90-5542		Burkhard Gude-Bien		(Decimal('-89.9399745'), Decimal('-34.309951'))	521
ihughes@gmail.com	1986-02-25	01 Aug 2024	B-	Fisher Group	kimberly71	151	257-59-6477		Alexis Kennedy		(Decimal('68.2289775'), Decimal('117.877350'))	196
geislerhannah@hotmail.de		06/26/2019, 00:00:00	A+	Ehlert	wencke10	1865	389-37-1952		Brita Davids		(Decimal('37.389902'), Decimal('29.042734'))	9
kschleich@gmail.com		12/07/2021, 00:00:00	AB-	Bachmann	ursel19	582	994-60-6181		Claus Stiffel		(Decimal('82.7388325'), Decimal('-157.149402'))	369
aguirrebarbara@hotmail.com		08/06/2021, 00:00:00	O+	Elliott Group	amanda86	555	603-25-5270		Gloria Evans	Scientist, research (medical)	(Decimal('-74.3143245'), Decimal('135.759988'))	28
snyderdonald@gmail.com	1948-06-24	2021-10-13	A+	Nelson LLC	dhowell	1555	062-99-4139		Lisa Reyes		(Decimal('61.334585'), Decimal('149.784201'))	239
obrienjessica@yahoo.com	1984-01-29	2024/09/18	O+	Smith LLC	cherylgonzalez	225	378-58-5052		Sarah Sanders		(Decimal('55.1450215'), Decimal('107.420534'))	317
ana-luiza53@uol.com.br	1982-12-10	09 Jul 2021	O+	Siqueira Porto e Filhos	bfernandes	601	76319845228		Mirella Casa Grande		(Decimal('-54.3625965'), Decimal('-91.525235'))	825
ficinoronaldo@vodafone.it	1989-01-21	2019/01/16	B-	Barzini, Ferragni e Giorgetti SPA	nicola76	1369	NTTPLG74E58G629U		Aldo Barillaro		(Decimal('-31.583416'), Decimal('-72.339580'))	276
xthomas@hotmail.com		08/26/2021, 00:00:00	B+	Douglas, Moran and Wagner	charles66	2060	329-38-6793		Susan Neal		(Decimal('31.787794'), Decimal('-81.722287'))	622
gabrielsiqueira@bol.com.br		12/30/2023, 00:00:00	B-	Duarte	opinto	894	19458326737		Oliver Costela	Urologista	(Decimal('-48.088267'), Decimal('173.625384'))	798
gcainero@outlook.com	1916-12-23	29 Oct 2023	AB+	Montessori, Mastandrea e Michelangeli SPA	squarcionealessandro	666	RRNMRN71H14I382V		Piermaria Cuda-Canevascini		(Decimal('-62.028307'), Decimal('35.140165'))	452
pedersolivittorio@tiscali.it		01 Jan 2024	B+	Fantini-Santorio s.r.l.	arseniotresoldi	160	SSMTNO38A14C850Y		Carlo Curci	Nature conservation officer	(Decimal('-40.860708'), Decimal('23.332341'))	587
sanchezlaura@hotmail.com		15 May 2022	O+	Parrish LLC	westdenise	713	603-98-5512		Samantha Wyatt		(Decimal('-4.987691'), Decimal('-11.840552'))	146
ermes45@gmail.com		18 Nov 2018	A-	Boitani-Nolcini e figli	gcortese	1586	MRCVNI17R59H461W		Arnulfo Cuda		(Decimal('-7.6845165'), Decimal('-32.520928'))	781
antony15@bol.com.br	2020-03-02	06/08/2022, 00:00:00	AB-	Sales	liznascimento	638	58729630410		Dr. Dom Lima	Somelier	(Decimal('-46.586904'), Decimal('92.498217'))	377
niemeierlisbeth@aol.de	2007-03-02	08 Oct 2024	A+	Bachmann Kensy GbR	pascale00	396	276-65-7459		Zbigniew Boucsein MBA.	Koreanistiker	(Decimal('8.502064'), Decimal('-59.445117'))	505
vseddio@tin.it	1935-10-20	2025/07/01	A+	Cannizzaro SPA	dino39	2034	SGRFBA39L18L545I		Dino Mogherini	Geoscientist		816
abreuvitor@ig.com.br	2001-03-02	04/27/2024, 00:00:00	AB-	Moura Ltda.	guerraluna	1847	42673801987		Heloisa Cavalcante		(Decimal('-25.394624'), Decimal('-81.428333'))	7
yrezende@uol.com.br		2022/03/31	O-	Cassiano	vargasisadora	1076	26830174996		Ísis Barbosa		(Decimal('-74.513696'), Decimal('22.128415'))	645
adolfinedrubin@gmail.com		2020/12/03	O+	Trommler	henrike99	186	077-49-0303		Dunja Wagner		(Decimal('-58.2474455'), Decimal('-140.837270'))	153
emilymartin@gmail.com	1934-12-28	2023-07-14	A+	Daniels, Poole and Walter	bethdavis	110	651-21-3433		David Fischer	Optometrist	(Decimal('-3.9103165'), Decimal('-125.575012'))	553
levigomes@bol.com.br		01/19/2025, 00:00:00	A-	Silva Rocha - EI	gpimenta	838	80937641510		Sofia da Mota		(Decimal('59.1703855'), Decimal('68.624145'))	763
gloverdaniel@hotmail.com	1918-12-27	01/05/2025, 00:00:00	O+	Williams, Thompson and Jefferson	graybreanna	1445	376-71-6097		Ryan Benjamin		(Decimal('53.012486'), Decimal('-21.593902'))	770
guerradavi-miguel@hotmail.com		2019/08/14	O-	Cunha Ferreira Ltda.	fcostela	745	35074981204		Caleb Peixoto		(Decimal('27.168772'), Decimal('-97.978379'))	348
lombardigianpaolo@libero.it		2024/04/30	O+	Capuana Group	galvanisergius	1936	TRMLRA73T14F666X		Paulina Cabrini	Research scientist (maths)	(Decimal('64.881296'), Decimal('173.613769'))	551
zoranwieloch@aol.de		2023/08/10	AB+	Lübs AG	reimundnaser	1677	904-53-5272		Univ.Prof. Justus Süßebier	Altenpfleger	(Decimal('58.914961'), Decimal('-147.316432'))	433
rfernandez@hotmail.com		03/21/2024, 00:00:00	AB+	Moore Group	sandersteresa	993	307-51-1500		Stacy Jones	Child psychotherapist	(Decimal('74.7430335'), Decimal('-121.196309'))	324
elviracapuana@tele2.it	1978-03-11	29 Nov 2019	O+	Dallapé, Parini e Tagliafierro e figli	manuelblasi	1661	ZCCCRT81T28I507W		Piermaria Pacillo-Petruzzi	Technical brewer	(Decimal('-74.1663975'), Decimal('89.795904'))	438
felipesousa@bol.com.br		10/19/2022, 00:00:00	AB-	Andrade	acavalcante	1967	54812039606		Heloisa da Paz		(Decimal('55.151684'), Decimal('-4.745168'))	159
rismondoniccolo@gmail.com		2019/12/27	B-	Finotto-Casale s.r.l.	gscotti	852	CRMBRR65R01E837H		Olga Comolli	Civil Service fast streamer	(Decimal('-14.9077045'), Decimal('28.125047'))	474
dettiluca@live.com	1941-07-14	15 Jan 2025	O-	Priuli-Fantini e figli	vivaldifabrizia	494	BCCGLN47M47C745R		Ilaria Marenzio		(Decimal('-4.5278865'), Decimal('-75.882791'))	543
da-rochaana-clara@hotmail.com	1989-02-03	05 Aug 2025	B-	da Cunha Gonçalves Ltda.	melinacunha	800	79815263455		Agatha Castro		(Decimal('14.850417'), Decimal('-1.151542'))	784
michael03@yahoo.com	2014-03-03	2022-04-09	O+	Hines PLC	justinsalazar	1043	781-23-3542		Rebecca Garrett		(Decimal('-50.755551'), Decimal('53.762411'))	687
biggenhorst-guenter@yahoo.de		2020/03/25	AB-	Schleich	hans-martin88	1700	835-62-4537		Traude Schleich-Girschner			17
jroncalli@tin.it	1930-03-08	2024-04-02	AB+	Catalano Group	alfredo63	1720	MLNBRL23D63A809H		Sig. Alderano Ferrari		(Decimal('58.798017'), Decimal('-176.752767'))	69
fabio33@tele2.it	1928-01-06	10/12/2018, 00:00:00	O-	Mercadante, Treccani e Altera SPA	rbenigni	1651	NTNLFD72E71M407D		Giulio Vendetti			576
qinoue@hotmail.com	1945-06-24	2024/02/16	AB-	株式会社佐藤建設	eyamashita	1799	047-31-0043		小川 千代	検察官	(Decimal('-3.086226'), Decimal('85.715376'))	220
hda-rosa@uol.com.br	1946-10-08	2022-06-03	O+	Melo S/A	heitorcostela	451	39865241005		Sra. Luiza Pimenta	Repositor	(Decimal('30.3457295'), Decimal('94.065621'))	805
johnsariel@yahoo.com	1961-07-29	04 Mar 2025	AB+	Singh, Williams and Ruiz	ledwards	913	050-59-1960		Ellen Hawkins		(Decimal('42.954706'), Decimal('-107.763426'))	406
carrie35@gmail.com	2001-07-02	09/23/2021, 00:00:00	O+	Mcdonald-Santana	kelly71	1733	402-63-9027		Gregory Carlson	Automotive engineer	(Decimal('51.7581235'), Decimal('-35.992789'))	686
kanaito@yahoo.com		05 Dec 2021	O-	岡本印刷合同会社	kobayashikenichi	630	510-83-4268		山本 智也		(Decimal('37.1682895'), Decimal('-65.058606'))	465
gustavocamicione@virgilio.it	1965-04-17	01/18/2020, 00:00:00	A+	Panicucci, Sandi e Filogamo s.r.l.	alphons35	1358	BRSNTL97T59B501T		Gionata Moneta	Industrial buyer	(Decimal('-47.355261'), Decimal('-97.160073'))	750
jeremiahmoran@gmail.com	1930-05-17	2024/08/03	A+	Pope-Gray	zcox	649	103-37-6599		John Holden	Film/video editor	(Decimal('-8.271135'), Decimal('112.146493'))	339
kokamoto@gmail.com	2024-03-08	01/19/2025, 00:00:00	A+	福田水産有限会社	hanakookamoto	204	480-90-3412		加藤 結衣		(Decimal('1.212136'), Decimal('-141.573484'))	549
lchiesa@outlook.com	1928-01-05	08/06/2019, 00:00:00	A-	Pedroni, Germano e Doglioni e figli	paololupo	821	FNTLCN09S64I318L		Gianluigi Valentino		(Decimal('-3.8224815'), Decimal('-89.163987'))	590
psaito@gmail.com	1971-09-28	2022-01-27	AB+	三浦保険合同会社	tanakajun	1790	031-75-2591		小林 加奈		(Decimal('82.5659625'), Decimal('32.749790'))	591
smori@gmail.com		2024-09-04	B-	合同会社吉田印刷	osamu20	461	692-49-0867		長谷川 太郎	航海士	(Decimal('49.074321'), Decimal('-156.001012'))	692
satomi60@gmail.com	2011-08-16	11/14/2022, 00:00:00	B+	阿部情報合同会社	ishimizu	899	390-73-5428		小林 浩		(Decimal('65.902706'), Decimal('136.801637'))	512
margheritababbo@gmail.com	2015-05-05	18 May 2020	A+	Parmitano-Moretti e figli	vianellomariana	1227	GDTMLN79S18G508B		Claudia Zola	Dealer	(Decimal('-71.9068195'), Decimal('39.480333'))	125
yoichishimizu@gmail.com	1942-05-12	2020/08/26	O-	加藤情報株式会社	bsato	42	517-23-3765		中村 翔太		(Decimal('-5.2768385'), Decimal('-167.301802'))	644
usmith@hotmail.com	2005-11-11	2019-07-23	AB-	Larson and Sons	darlenejohnson	512	405-84-0377		Jessica Lopez	Applications developer	(Decimal('10.2536725'), Decimal('52.624781'))	824
dstorladi@yahoo.com	1984-10-14	2019-04-10	B-	Bonolis, Cagnotto e Turci Group	pgrimani	19	CRNRRA33H06L180Z		Annamaria Pertini-Fantoni		(Decimal('-52.592927'), Decimal('-98.753545'))	510
suzukiyumiko@hotmail.com	1922-03-31	2019-04-01	B-	有限会社吉田通信	dinoue	1481	618-01-3742		山本 学	演歌歌手	(Decimal('83.930069'), Decimal('45.194002'))	215
maria-flor11@uol.com.br	2023-09-20	2020/05/20	O+	Camargo e Filhos	icamara	373	97213406850		Josué Macedo		(Decimal('-9.2869245'), Decimal('12.947587'))	279
tomoyawatanabe@hotmail.com	1952-07-02	2021/12/17	AB+	合同会社清水銀行	qtanaka	812	728-62-7006		山田 真綾		(Decimal('79.7998765'), Decimal('-12.774178'))	316
yasuhironakamura@gmail.com		29 Mar 2020	O-	佐藤保険株式会社	dsuzuki	1861	653-13-5840		小林 知実		(Decimal('66.3213175'), Decimal('-62.263121'))	665
matthewsbrenda@hotmail.com	1974-01-18	02/26/2021, 00:00:00	B+	Gaines LLC	shannonlee	1000	188-63-2988		Evan Flores	Counsellor	(Decimal('-62.9015785'), Decimal('-85.509741'))	122
beth76@gmail.com	1993-11-11	05/07/2021, 00:00:00	A-	Brennan-Cruz	kempomar	1529	042-11-0432		Christopher Owen		(Decimal('-26.1023355'), Decimal('39.765276'))	306
omonteiro@uol.com.br	2014-09-14	2019-03-27	O-	Gomes	lizda-cunha	1733	57489013666		Bella Andrade	Mecanógrafo	(Decimal('54.547055'), Decimal('-37.978300'))	280
olaf31@aol.de	1917-05-11	10/06/2022, 00:00:00	B+	Dehmel Stiftung & Co. KGaA	helmut77	1116	040-38-9838		Maximilian Berger B.Sc.			706
kaique24@yahoo.com.br	1935-07-06	2019/12/23	AB-	Sá	zgomes	48	51948270676		Gabriel Rezende		(Decimal('-56.3057735'), Decimal('162.424916'))	737
naoki03@gmail.com	1996-03-30	18 May 2020	AB+	高橋情報合同会社	satomi64	1559	789-53-9550		松本 裕美子		(Decimal('-57.6191125'), Decimal('-151.175795'))	80
gaetano10@gmail.com	1975-05-25	2021/05/19	O-	Sinisi-Morlacchi e figli	leonardo79	933	PLMVNN09P55L771W		Angelica Cimini			306
donna71@yahoo.com	2000-02-06	11 Dec 2019	AB+	Castioni Group	qinzaghi	1884	GRGDNG94S43B978Q		Lucrezia Savorgnan		(Decimal('-84.849689'), Decimal('-3.702933'))	134
lcostela@gmail.com		2018-11-04	O-	Lima S/A	vda-costa	16	94658732092		Cauã Cavalcante		(Decimal('82.7433885'), Decimal('162.067101'))	506
munozangelica@yahoo.com	1971-05-08	2021-09-29	A+	Martinez-Olsen	kingnathaniel	73	183-11-1839		Jessica Hess	Therapist, sports	(Decimal('-65.7627195'), Decimal('-50.371366'))	530
psato@hotmail.com	2020-07-10	31 Jan 2025	A+	有限会社高橋建設	atsushi18	1507	582-70-4343		小林 治		(Decimal('2.9598235'), Decimal('137.689384'))	523
arnfried40@yahoo.de	1990-07-29	2022-04-06	AB+	Junken	miguel44	724	775-59-1159		Malgorzata Nerger			430
xzahn@gmx.de	2011-10-05	2025/06/27	O-	Bärer	heintzegabi	1452	017-37-4284		Prof. Josefa Mitschke B.Sc.		(Decimal('53.280638'), Decimal('-128.822644'))	665
satokaori@yahoo.com	1912-09-09	2022-05-27	A-	中島電気有限会社	rei64	1169	676-53-0450		中島 陽子	介護ヘルパー	(Decimal('23.871469'), Decimal('116.548688'))	325
jose89@yahoo.de		2025/09/02	O-	Stolze GbR	jjunk	368	518-73-2681		Evelyn Bohlander	Techniker	(Decimal('78.651587'), Decimal('-9.067456'))	178
ryosukeota@gmail.com		28 Mar 2023	O-	近藤運輸有限会社	takuma82	1276	807-66-9903		斉藤 加奈	大学教授	(Decimal('-5.9423555'), Decimal('-39.188703'))	539
kaori19@gmail.com	1932-03-15	05/26/2019, 00:00:00	A+	山本保険合同会社	nishii	1231	152-28-7006		伊藤 香織		(Decimal('35.428575'), Decimal('81.490169'))	212
franklori@gmail.com		2024/06/25	B+	Clay-Johns	ttanner	973	256-27-4975		Dana Smith		(Decimal('1.0110145'), Decimal('-45.699341'))	769
